line_id,canonical
L066010,ts=2025-03-17T03:47:00Z|dev=CMP-9220|site=BRZ2|temp_c=10.6|pres_kpa=313.7|status=OK
L066011,ts=2025-02-28T03:21:58Z|dev=VLV-7239|site=TEX2|temp_c=43.9|pres_kpa=376.5|status=WARN
L066012,ts=2025-02-07T00:19:30Z|dev=PMP-9499|site=CAI1|temp_c=10.9|pres_kpa=381.5|status=FAULT
L066013,ts=2025-02-03T01:02:29Z|dev=CMP-9821|site=IRL2|temp_c=26.8|pres_kpa=444.0|status=OK
L066014,ts=2025-02-26T19:46:46Z|dev=VLV-8695|site=UAE3|temp_c=5.1|pres_kpa=815.3|status=OK
L066015,ts=2025-03-17T12:08:04Z|dev=VLV-9626|site=ARG1|temp_c=52.0|pres_kpa=245.5|status=OK
L066016,ts=2025-04-16T08:24:00Z|dev=VLV-7682|site=FIN1|temp_c=53.1|pres_kpa=717.5|status=OK
L066017,ts=2025-03-18T02:51:17Z|dev=PMP-7235|site=FRA3|temp_c=50.6|pres_kpa=174.3|status=FAULT
L066018,ts=2025-03-21T02:46:00Z|dev=PMP-8828|site=ANC1|temp_c=-4.2|pres_kpa=457.9|status=WARN
L066019,ts=2025-02-09T23:42:00Z|dev=VLV-7262|site=PER4|temp_c=67.2|pres_kpa=605.4|status=WARN
L066020,ts=2025-05-19T16:44:23Z|dev=CMP-8227|site=JPN1|temp_c=47.6|pres_kpa=863.6|status=FAULT
L066021,ts=2025-03-27T08:42:39Z|dev=VLV-7545|site=GER1|temp_c=12.9|pres_kpa=355.4|status=OK
L066022,ts=2025-02-08T19:05:50Z|dev=CMP-9746|site=JPN1|temp_c=68.4|pres_kpa=89.8|status=OK
L066023,ts=2025-04-11T16:07:00Z|dev=VLV-9939|site=SEA2|temp_c=87.3|pres_kpa=400.5|status=WARN
L066024,ts=2025-05-16T12:20:00Z|dev=FAN-9016|site=NE7|temp_c=51.0|pres_kpa=419.7|status=FAULT
L066025,ts=2025-05-07T19:57:00Z|dev=FAN-7830|site=SYD3|temp_c=52.0|pres_kpa=635.0|status=WARN
L066026,ts=2025-03-06T21:54:35Z|dev=PMP-8051|site=NZL1|temp_c=7.2|pres_kpa=183.6|status=WARN
L066027,ts=2025-05-22T10:42:00Z|dev=FAN-7025|site=FIN1|temp_c=75.0|pres_kpa=544.6|status=WARN
L066028,ts=2025-02-19T23:38:00Z|dev=CMP-7186|site=SEA2|temp_c=23.0|pres_kpa=301.8|status=FAULT
L066029,ts=2025-04-13T04:23:00Z|dev=VLV-9257|site=ICE1|temp_c=90.3|pres_kpa=187.7|status=WARN
L066030,ts=2025-02-21T05:26:54Z|dev=PMP-7410|site=BRZ2|temp_c=8.6|pres_kpa=290.3|status=OK
L066031,ts=2025-02-08T17:40:53Z|dev=PMP-9217|site=MID1|temp_c=43.7|pres_kpa=489.5|status=FAULT
L066032,ts=2025-02-16T15:55:04Z|dev=CMP-8581|site=CAI1|temp_c=84.9|pres_kpa=679.1|status=OK
L066033,ts=2025-05-20T20:03:58Z|dev=VLV-9034|site=ATH2|temp_c=10.1|pres_kpa=664.6|status=FAULT
L066034,REJECT
L066035,ts=2025-02-22T16:03:36Z|dev=VLV-7155|site=IND7|temp_c=31.3|pres_kpa=835.1|status=OK
L066036,ts=2025-03-30T01:41:00Z|dev=PMP-7568|site=UAE3|temp_c=11.0|pres_kpa=509.5|status=OK
L066037,ts=2025-04-28T20:03:00Z|dev=FAN-9973|site=ATH2|temp_c=44.9|pres_kpa=882.4|status=FAULT
L066038,ts=2025-03-02T18:17:00Z|dev=CMP-9307|site=ARG1|temp_c=44.4|pres_kpa=461.2|status=WARN
L066039,ts=2025-05-12T21:06:00Z|dev=VLV-9323|site=SIN2|temp_c=83.5|pres_kpa=550.4|status=WARN
L066040,ts=2025-02-26T08:24:41Z|dev=VLV-9234|site=BKK1|temp_c=26.7|pres_kpa=573.8|status=OK
L066041,ts=2025-04-20T12:44:24Z|dev=CMP-7846|site=ANC1|temp_c=76.3|pres_kpa=278.9|status=OK
L066042,ts=2025-04-08T14:31:00Z|dev=CMP-9174|site=UK4|temp_c=2.2|pres_kpa=202.6|status=OK
L066043,ts=2025-05-26T13:21:00Z|dev=FAN-7786|site=ATL4|temp_c=30.6|pres_kpa=650.5|status=OK
L066044,ts=2025-05-06T02:24:15Z|dev=FAN-9173|site=NE2|temp_c=68.1|pres_kpa=406.5|status=OK
L066045,REJECT
L066046,ts=2025-04-30T20:37:54Z|dev=VLV-7476|site=POL2|temp_c=6.8|pres_kpa=869.2|status=OK
L066047,ts=2025-05-19T14:28:00Z|dev=VLV-8087|site=SYD3|temp_c=34.9|pres_kpa=610.1|status=OK
L066048,ts=2025-04-28T23:01:36Z|dev=CMP-8825|site=PHX1|temp_c=76.7|pres_kpa=310.8|status=OK
L066049,ts=2025-05-31T19:28:00Z|dev=CMP-8701|site=ARG1|temp_c=73.5|pres_kpa=532.5|status=OK
L066050,ts=2025-02-06T23:30:41Z|dev=VLV-8504|site=PAC8|temp_c=77.0|pres_kpa=844.8|status=OK
L066051,ts=2025-05-24T05:11:42Z|dev=CMP-7220|site=FIN1|temp_c=53.3|pres_kpa=429.8|status=WARN
L066052,ts=2025-02-09T05:51:03Z|dev=VLV-8490|site=TEX2|temp_c=30.9|pres_kpa=555.7|status=OK
L066053,ts=2025-05-22T05:35:00Z|dev=CMP-8381|site=NFL1|temp_c=10.0|pres_kpa=239.4|status=WARN
L066054,ts=2025-02-27T07:00:29Z|dev=VLV-8603|site=PHX1|temp_c=13.3|pres_kpa=550.2|status=OK
L066055,ts=2025-02-13T14:15:00Z|dev=FAN-7045|site=UK4|temp_c=29.6|pres_kpa=359.7|status=OK
L066056,ts=2025-02-26T23:21:57Z|dev=FAN-8664|site=FRA3|temp_c=61.8|pres_kpa=713.6|status=OK
L066057,ts=2025-05-05T02:54:00Z|dev=CMP-9886|site=NFL1|temp_c=15.3|pres_kpa=213.7|status=OK
L066058,ts=2025-02-13T08:16:00Z|dev=CMP-9199|site=BKK1|temp_c=87.3|pres_kpa=530.4|status=FAULT
L066059,ts=2025-04-17T02:33:00Z|dev=PMP-7136|site=JPN1|temp_c=71.9|pres_kpa=526.5|status=OK
L066060,ts=2025-05-14T18:47:00Z|dev=PMP-7881|site=UK4|temp_c=70.4|pres_kpa=808.2|status=OK
L066061,ts=2025-02-04T03:45:00Z|dev=VLV-8192|site=JPN1|temp_c=12.5|pres_kpa=408.2|status=OK
L066062,ts=2025-05-22T02:49:26Z|dev=PMP-7747|site=ICE1|temp_c=37.4|pres_kpa=466.7|status=OK
L066063,ts=2025-05-07T00:49:00Z|dev=PMP-7461|site=ATL4|temp_c=54.5|pres_kpa=288.5|status=OK
L066064,ts=2025-02-19T04:32:00Z|dev=FAN-9319|site=MID1|temp_c=87.7|pres_kpa=590.2|status=WARN
L066065,ts=2025-02-01T00:17:00Z|dev=VLV-9269|site=IRL2|temp_c=37.6|pres_kpa=757.8|status=OK
L066066,ts=2025-02-05T22:11:31Z|dev=PMP-7567|site=ANC1|temp_c=68.7|pres_kpa=809.3|status=OK
L066067,ts=2025-05-30T02:01:57Z|dev=PMP-8341|site=ATH2|temp_c=15.2|pres_kpa=675.8|status=OK
L066068,ts=2025-05-29T11:29:02Z|dev=CMP-7947|site=SYD3|temp_c=19.8|pres_kpa=186.1|status=WARN
L066069,REJECT
L066070,REJECT
L066071,ts=2025-02-12T18:33:35Z|dev=CMP-9137|site=PER4|temp_c=0.5|pres_kpa=849.6|status=OK
L066072,ts=2025-05-27T21:36:00Z|dev=CMP-7101|site=SIN2|temp_c=12.3|pres_kpa=768.7|status=FAULT
L066073,REJECT
L066074,ts=2025-04-11T10:57:05Z|dev=VLV-7254|site=DEN3|temp_c=5.8|pres_kpa=646.2|status=OK
L066075,ts=2025-05-22T18:40:50Z|dev=CMP-8785|site=CAI1|temp_c=79.9|pres_kpa=365.2|status=OK
L066076,ts=2025-04-26T00:51:00Z|dev=PMP-9371|site=POL2|temp_c=-1.9|pres_kpa=451.9|status=OK
L066077,REJECT
L066078,ts=2025-04-24T14:44:58Z|dev=PMP-8438|site=ATL4|temp_c=24.9|pres_kpa=714.2|status=OK
L066079,REJECT
L066080,ts=2025-02-13T23:35:00Z|dev=VLV-7629|site=FRA3|temp_c=15.7|pres_kpa=457.0|status=OK
L066081,ts=2025-05-19T15:39:00Z|dev=PMP-8144|site=ANC1|temp_c=35.8|pres_kpa=758.8|status=OK
L066082,ts=2025-05-27T11:34:13Z|dev=CMP-9307|site=BKK1|temp_c=36.9|pres_kpa=688.0|status=OK
L066083,ts=2025-02-10T17:13:57Z|dev=CMP-8532|site=IRL2|temp_c=34.0|pres_kpa=566.4|status=OK
L066084,ts=2025-03-26T20:17:03Z|dev=CMP-7441|site=NE2|temp_c=56.1|pres_kpa=154.5|status=OK
L066085,ts=2025-04-03T05:44:34Z|dev=PMP-7186|site=PER4|temp_c=91.3|pres_kpa=693.9|status=OK
L066086,ts=2025-04-25T01:06:00Z|dev=PMP-8923|site=NZL1|temp_c=31.2|pres_kpa=567.7|status=OK
L066087,ts=2025-04-06T10:11:45Z|dev=VLV-7662|site=SIN2|temp_c=72.0|pres_kpa=702.6|status=OK
L066088,ts=2025-05-07T07:10:21Z|dev=PMP-8693|site=ICE1|temp_c=71.2|pres_kpa=512.7|status=WARN
L066089,ts=2025-04-05T20:55:00Z|dev=FAN-7206|site=IND2|temp_c=1.2|pres_kpa=331.7|status=OK
L066090,REJECT
L066091,ts=2025-04-20T04:18:00Z|dev=PMP-7354|site=DEN3|temp_c=88.2|pres_kpa=203.7|status=OK
L066092,ts=2025-03-22T09:49:00Z|dev=FAN-7134|site=PER4|temp_c=67.2|pres_kpa=703.6|status=OK
L066093,ts=2025-02-20T01:29:00Z|dev=FAN-8398|site=FIN1|temp_c=75.9|pres_kpa=227.7|status=OK
L066094,ts=2025-05-14T06:16:00Z|dev=FAN-9452|site=SYD3|temp_c=59.1|pres_kpa=715.7|status=OK
L066095,ts=2025-02-03T02:20:54Z|dev=CMP-8113|site=GER1|temp_c=84.1|pres_kpa=857.8|status=OK
L066096,ts=2025-03-05T09:38:00Z|dev=FAN-8922|site=NZL1|temp_c=92.5|pres_kpa=281.9|status=OK
L066097,ts=2025-03-20T19:57:00Z|dev=PMP-8121|site=NFL1|temp_c=92.4|pres_kpa=529.5|status=OK
L066098,ts=2025-05-09T13:42:00Z|dev=PMP-7951|site=BRZ2|temp_c=64.0|pres_kpa=888.0|status=OK
L066099,ts=2025-02-22T14:16:34Z|dev=CMP-9773|site=NZL1|temp_c=27.5|pres_kpa=568.1|status=FAULT
L066100,ts=2025-05-13T21:05:29Z|dev=PMP-7185|site=IRL2|temp_c=68.5|pres_kpa=102.3|status=OK
L066101,ts=2025-02-03T10:38:46Z|dev=VLV-7349|site=SYD3|temp_c=21.7|pres_kpa=876.9|status=OK
L066102,ts=2025-05-24T18:13:37Z|dev=FAN-8636|site=UK1|temp_c=8.1|pres_kpa=429.2|status=OK
L066103,ts=2025-02-04T23:21:00Z|dev=FAN-7015|site=NFL1|temp_c=57.3|pres_kpa=384.1|status=OK
L066104,ts=2025-02-07T15:46:00Z|dev=VLV-7717|site=PER4|temp_c=6.6|pres_kpa=479.0|status=OK
L066105,ts=2025-05-05T19:30:46Z|dev=PMP-9908|site=NFL1|temp_c=13.8|pres_kpa=595.8|status=OK
L066106,ts=2025-02-03T20:33:39Z|dev=FAN-7140|site=FRA3|temp_c=72.8|pres_kpa=868.9|status=OK
L066107,ts=2025-04-15T06:25:00Z|dev=VLV-7511|site=TEX2|temp_c=41.0|pres_kpa=477.6|status=OK
L066108,ts=2025-05-11T16:59:54Z|dev=FAN-7751|site=NZL1|temp_c=35.4|pres_kpa=427.8|status=OK
L066109,ts=2025-05-04T00:46:00Z|dev=FAN-7045|site=CAI1|temp_c=89.2|pres_kpa=266.1|status=OK
L066110,ts=2025-02-07T14:48:36Z|dev=FAN-9425|site=UAE3|temp_c=77.3|pres_kpa=623.6|status=OK
L066111,ts=2025-03-28T00:35:02Z|dev=FAN-7392|site=IRL2|temp_c=47.6|pres_kpa=473.6|status=OK
L066112,ts=2025-02-25T06:17:00Z|dev=VLV-9894|site=UK1|temp_c=19.2|pres_kpa=524.1|status=FAULT
L066113,ts=2025-05-20T00:36:18Z|dev=PMP-8165|site=DEN3|temp_c=69.8|pres_kpa=772.9|status=OK
L066114,ts=2025-04-02T14:34:00Z|dev=FAN-8237|site=PHX1|temp_c=51.6|pres_kpa=359.3|status=OK
L066115,ts=2025-04-22T01:11:42Z|dev=FAN-8094|site=TEX2|temp_c=23.3|pres_kpa=704.8|status=OK
L066116,ts=2025-05-18T13:31:58Z|dev=FAN-9072|site=IRL2|temp_c=10.6|pres_kpa=472.7|status=WARN
L066117,ts=2025-03-26T23:08:00Z|dev=PMP-8756|site=IND7|temp_c=16.7|pres_kpa=149.7|status=OK
L066118,ts=2025-03-09T19:28:00Z|dev=PMP-7308|site=IND7|temp_c=44.2|pres_kpa=202.1|status=WARN
L066119,ts=2025-02-12T21:56:00Z|dev=VLV-8085|site=BRZ2|temp_c=77.3|pres_kpa=854.0|status=OK
L066120,ts=2025-04-05T09:13:54Z|dev=CMP-7540|site=MID9|temp_c=51.7|pres_kpa=233.5|status=WARN
L066121,ts=2025-05-23T15:07:47Z|dev=CMP-9276|site=BKK1|temp_c=0.6|pres_kpa=178.9|status=OK
L066122,ts=2025-05-25T16:43:33Z|dev=CMP-7960|site=IND7|temp_c=37.9|pres_kpa=487.5|status=OK
L066123,ts=2025-03-25T22:11:41Z|dev=CMP-9838|site=SYD3|temp_c=70.5|pres_kpa=260.4|status=OK
L066124,ts=2025-02-27T10:55:21Z|dev=PMP-7794|site=SIN2|temp_c=92.4|pres_kpa=446.8|status=OK
L066125,ts=2025-03-17T01:17:18Z|dev=VLV-8567|site=SIN2|temp_c=77.1|pres_kpa=827.4|status=OK
L066126,ts=2025-05-21T00:53:00Z|dev=PMP-8689|site=IND2|temp_c=55.6|pres_kpa=173.1|status=OK
L066127,ts=2025-05-31T22:44:03Z|dev=CMP-9873|site=PAC5|temp_c=76.7|pres_kpa=404.6|status=OK
L066128,ts=2025-05-23T20:25:00Z|dev=FAN-8405|site=NE2|temp_c=41.8|pres_kpa=104.1|status=OK
L066129,REJECT
L066130,REJECT
L066131,ts=2025-05-26T14:00:00Z|dev=VLV-8350|site=NE7|temp_c=71.7|pres_kpa=176.4|status=OK
L066132,ts=2025-03-04T17:37:00Z|dev=VLV-7972|site=BRZ2|temp_c=-3.5|pres_kpa=561.2|status=OK
L066133,ts=2025-04-20T01:23:00Z|dev=CMP-8482|site=GER1|temp_c=93.4|pres_kpa=451.1|status=OK
L066134,ts=2025-04-26T10:01:37Z|dev=PMP-9397|site=BRZ2|temp_c=19.0|pres_kpa=566.9|status=OK
L066135,ts=2025-03-14T09:51:43Z|dev=FAN-7065|site=SEA2|temp_c=4.8|pres_kpa=184.1|status=OK
L066136,ts=2025-03-21T06:05:06Z|dev=PMP-8206|site=IRL2|temp_c=20.9|pres_kpa=136.8|status=OK
L066137,ts=2025-03-31T06:35:25Z|dev=PMP-9724|site=POL2|temp_c=88.3|pres_kpa=725.9|status=OK
L066138,ts=2025-03-27T07:04:32Z|dev=CMP-8993|site=POL2|temp_c=72.9|pres_kpa=477.1|status=OK
L066139,ts=2025-03-11T08:42:04Z|dev=VLV-8035|site=IND2|temp_c=82.4|pres_kpa=413.7|status=WARN
L066140,ts=2025-05-13T20:29:03Z|dev=PMP-8843|site=MID1|temp_c=5.3|pres_kpa=673.0|status=OK
L066141,ts=2025-05-13T02:31:00Z|dev=CMP-7200|site=UK4|temp_c=38.9|pres_kpa=495.2|status=OK
L066142,ts=2025-03-23T11:52:37Z|dev=VLV-7811|site=POL2|temp_c=35.1|pres_kpa=183.9|status=FAULT
L066143,ts=2025-05-02T16:17:00Z|dev=VLV-8591|site=BKK1|temp_c=60.8|pres_kpa=433.4|status=OK
L066144,ts=2025-04-03T00:01:17Z|dev=VLV-7389|site=BRZ2|temp_c=42.9|pres_kpa=339.0|status=WARN
L066145,ts=2025-04-30T18:54:00Z|dev=PMP-9484|site=UK1|temp_c=59.6|pres_kpa=324.4|status=OK
L066146,ts=2025-03-29T17:57:00Z|dev=PMP-8886|site=UK1|temp_c=3.7|pres_kpa=97.8|status=FAULT
L066147,ts=2025-03-22T15:49:00Z|dev=CMP-9129|site=UK1|temp_c=2.3|pres_kpa=301.3|status=OK
L066148,ts=2025-02-17T06:26:06Z|dev=PMP-9210|site=FIN1|temp_c=20.8|pres_kpa=141.6|status=OK
L066149,ts=2025-03-24T19:23:10Z|dev=VLV-9206|site=PER4|temp_c=29.0|pres_kpa=813.7|status=OK
L066150,ts=2025-04-18T13:33:20Z|dev=CMP-7806|site=BKK1|temp_c=83.1|pres_kpa=806.4|status=OK
L066151,ts=2025-04-14T06:24:35Z|dev=CMP-9105|site=UAE3|temp_c=67.0|pres_kpa=549.2|status=WARN
L066152,ts=2025-04-24T14:07:47Z|dev=CMP-9608|site=CAI1|temp_c=13.1|pres_kpa=685.0|status=WARN
L066153,ts=2025-04-14T02:23:00Z|dev=FAN-8572|site=IND2|temp_c=9.5|pres_kpa=866.8|status=OK
L066154,ts=2025-04-14T08:13:43Z|dev=VLV-7246|site=SEA2|temp_c=57.1|pres_kpa=567.8|status=FAULT
L066155,ts=2025-04-30T23:38:00Z|dev=PMP-8617|site=SYD3|temp_c=82.4|pres_kpa=330.9|status=OK
L066156,ts=2025-04-01T15:02:00Z|dev=CMP-7374|site=GER1|temp_c=41.7|pres_kpa=567.1|status=OK
L066157,ts=2025-04-01T04:04:15Z|dev=VLV-7383|site=BKK1|temp_c=43.2|pres_kpa=464.3|status=FAULT
L066158,ts=2025-05-03T17:45:21Z|dev=PMP-7915|site=PAC5|temp_c=52.2|pres_kpa=494.7|status=OK
L066159,REJECT
L066160,ts=2025-03-30T18:51:00Z|dev=CMP-8481|site=IND2|temp_c=45.5|pres_kpa=389.2|status=WARN
L066161,REJECT
L066162,ts=2025-03-16T20:03:43Z|dev=CMP-9327|site=MID9|temp_c=-0.6|pres_kpa=130.6|status=OK
L066163,ts=2025-03-30T08:05:19Z|dev=FAN-7287|site=ANC1|temp_c=68.8|pres_kpa=654.1|status=WARN
L066164,ts=2025-03-11T17:01:00Z|dev=FAN-7008|site=BRZ2|temp_c=76.4|pres_kpa=688.7|status=OK
L066165,ts=2025-02-20T10:36:00Z|dev=PMP-8974|site=BRZ2|temp_c=26.1|pres_kpa=713.2|status=OK
L066166,ts=2025-04-13T17:29:41Z|dev=CMP-9489|site=NFL1|temp_c=52.3|pres_kpa=392.8|status=WARN
L066167,ts=2025-05-19T01:17:52Z|dev=CMP-9760|site=SEA2|temp_c=74.7|pres_kpa=236.6|status=OK
L066168,ts=2025-03-29T04:47:50Z|dev=FAN-9048|site=PHX1|temp_c=21.8|pres_kpa=159.3|status=FAULT
L066169,ts=2025-05-21T21:09:50Z|dev=CMP-8528|site=NFL1|temp_c=4.7|pres_kpa=632.7|status=OK
L066170,ts=2025-04-16T01:51:32Z|dev=CMP-7570|site=ATL4|temp_c=82.3|pres_kpa=737.1|status=OK
L066171,ts=2025-05-22T15:56:40Z|dev=CMP-8442|site=MID1|temp_c=92.7|pres_kpa=727.6|status=FAULT
L066172,ts=2025-03-23T15:20:23Z|dev=FAN-9955|site=BRZ2|temp_c=6.4|pres_kpa=175.9|status=OK
L066173,ts=2025-02-27T09:14:00Z|dev=VLV-9768|site=CHL3|temp_c=27.0|pres_kpa=84.8|status=WARN
L066174,ts=2025-03-16T12:50:00Z|dev=VLV-7091|site=UK1|temp_c=6.4|pres_kpa=831.6|status=OK
L066175,ts=2025-02-19T02:30:06Z|dev=FAN-8524|site=IND7|temp_c=87.9|pres_kpa=470.7|status=OK
L066176,ts=2025-02-08T20:20:39Z|dev=PMP-9497|site=BRZ2|temp_c=62.3|pres_kpa=434.6|status=OK
L066177,ts=2025-05-26T22:39:41Z|dev=CMP-8268|site=DEN3|temp_c=23.3|pres_kpa=766.0|status=OK
L066178,ts=2025-03-26T01:45:25Z|dev=PMP-9674|site=PHX1|temp_c=55.9|pres_kpa=408.7|status=OK
L066179,ts=2025-02-13T18:02:41Z|dev=PMP-9929|site=PHX1|temp_c=63.5|pres_kpa=602.3|status=WARN
L066180,ts=2025-04-27T08:13:37Z|dev=CMP-8242|site=POL2|temp_c=67.7|pres_kpa=140.7|status=OK
L066181,ts=2025-03-24T00:22:40Z|dev=PMP-7595|site=PAC8|temp_c=27.4|pres_kpa=826.7|status=OK
L066182,ts=2025-02-27T05:07:00Z|dev=FAN-8388|site=PHX1|temp_c=91.6|pres_kpa=806.7|status=OK
L066183,ts=2025-05-12T06:35:00Z|dev=PMP-9438|site=IRL2|temp_c=83.4|pres_kpa=713.1|status=FAULT
L066184,ts=2025-03-22T22:55:56Z|dev=FAN-8503|site=IRL2|temp_c=80.7|pres_kpa=746.8|status=OK
L066185,ts=2025-02-04T02:11:40Z|dev=FAN-9685|site=PHX1|temp_c=17.6|pres_kpa=535.6|status=OK
L066186,ts=2025-04-19T14:53:34Z|dev=CMP-9989|site=GER1|temp_c=43.0|pres_kpa=141.9|status=OK
L066187,ts=2025-02-23T16:38:19Z|dev=CMP-8471|site=FIN1|temp_c=42.3|pres_kpa=99.3|status=WARN
L066188,ts=2025-02-05T02:38:07Z|dev=VLV-9810|site=NE7|temp_c=49.2|pres_kpa=515.4|status=WARN
L066189,ts=2025-03-11T01:49:00Z|dev=CMP-8824|site=UK1|temp_c=47.0|pres_kpa=814.3|status=WARN
L066190,ts=2025-04-11T14:26:00Z|dev=PMP-7282|site=IND7|temp_c=62.6|pres_kpa=484.2|status=WARN
L066191,ts=2025-02-27T01:17:38Z|dev=PMP-8671|site=SIN2|temp_c=67.0|pres_kpa=368.5|status=OK
L066192,REJECT
L066193,ts=2025-04-03T07:23:46Z|dev=CMP-8555|site=TEX2|temp_c=55.6|pres_kpa=704.2|status=OK
L066194,ts=2025-03-11T22:10:36Z|dev=CMP-8619|site=PER4|temp_c=9.7|pres_kpa=133.3|status=FAULT
L066195,ts=2025-03-10T20:48:58Z|dev=CMP-7282|site=ANC1|temp_c=84.2|pres_kpa=436.2|status=OK
L066196,ts=2025-05-07T13:19:54Z|dev=CMP-9830|site=PHX1|temp_c=5.7|pres_kpa=99.3|status=OK
L066197,ts=2025-05-22T22:03:00Z|dev=CMP-9458|site=ARG1|temp_c=60.1|pres_kpa=256.6|status=OK
L066198,ts=2025-03-19T22:32:48Z|dev=CMP-7371|site=PER4|temp_c=75.7|pres_kpa=776.2|status=OK
L066199,REJECT
L066200,REJECT
L066201,ts=2025-04-08T11:08:04Z|dev=CMP-9891|site=BKK1|temp_c=92.1|pres_kpa=639.6|status=OK
L066202,REJECT
L066203,ts=2025-04-26T02:26:25Z|dev=FAN-7509|site=CHL3|temp_c=4.9|pres_kpa=670.1|status=OK
L066204,REJECT
L066205,ts=2025-03-19T19:38:00Z|dev=FAN-8207|site=IND7|temp_c=43.4|pres_kpa=802.6|status=WARN
L066206,ts=2025-05-16T14:11:44Z|dev=PMP-7901|site=NFL1|temp_c=18.2|pres_kpa=517.1|status=OK
L066207,ts=2025-04-03T08:39:27Z|dev=CMP-7624|site=NZL1|temp_c=80.5|pres_kpa=164.9|status=OK
L066208,ts=2025-02-27T02:24:00Z|dev=CMP-9799|site=HAW2|temp_c=8.1|pres_kpa=641.8|status=OK
L066209,ts=2025-04-26T11:28:00Z|dev=CMP-7747|site=NE2|temp_c=21.1|pres_kpa=613.7|status=OK
L066210,ts=2025-05-16T17:00:57Z|dev=CMP-8100|site=MID9|temp_c=-3.6|pres_kpa=879.1|status=FAULT
L066211,ts=2025-03-12T15:14:00Z|dev=PMP-9938|site=PAC8|temp_c=-2.6|pres_kpa=254.3|status=OK
L066212,ts=2025-02-21T01:51:00Z|dev=CMP-8742|site=IND7|temp_c=32.6|pres_kpa=309.9|status=OK
L066213,ts=2025-05-19T06:51:59Z|dev=FAN-7487|site=PER4|temp_c=7.8|pres_kpa=390.3|status=WARN
L066214,ts=2025-05-14T04:35:38Z|dev=FAN-9300|site=BRZ2|temp_c=6.3|pres_kpa=486.3|status=OK
L066215,ts=2025-04-30T17:30:00Z|dev=CMP-8191|site=NZL1|temp_c=42.5|pres_kpa=472.6|status=OK
L066216,ts=2025-02-09T22:32:00Z|dev=VLV-7853|site=POL2|temp_c=29.9|pres_kpa=553.0|status=WARN
L066217,ts=2025-05-20T07:53:04Z|dev=CMP-9899|site=CAI1|temp_c=16.0|pres_kpa=893.2|status=OK
L066218,ts=2025-04-10T03:07:39Z|dev=PMP-8800|site=NZL1|temp_c=71.1|pres_kpa=752.3|status=WARN
L066219,ts=2025-04-24T06:04:22Z|dev=CMP-9362|site=PHX1|temp_c=63.9|pres_kpa=516.4|status=OK
L066220,REJECT
L066221,ts=2025-03-11T17:01:40Z|dev=PMP-9075|site=CHL3|temp_c=86.8|pres_kpa=766.4|status=OK
L066222,ts=2025-04-05T03:31:00Z|dev=CMP-7405|site=ANC1|temp_c=71.3|pres_kpa=767.9|status=WARN
L066223,ts=2025-05-15T08:19:35Z|dev=PMP-9893|site=MID1|temp_c=10.7|pres_kpa=111.6|status=OK
L066224,ts=2025-02-11T21:45:00Z|dev=CMP-8015|site=CAI1|temp_c=36.9|pres_kpa=894.0|status=OK
L066225,ts=2025-05-12T21:18:39Z|dev=PMP-7576|site=ANC1|temp_c=46.6|pres_kpa=540.4|status=OK
L066226,ts=2025-05-05T22:44:08Z|dev=CMP-7344|site=CHL3|temp_c=15.3|pres_kpa=197.4|status=OK
L066227,ts=2025-04-04T11:17:18Z|dev=CMP-7157|site=UK4|temp_c=40.7|pres_kpa=616.6|status=WARN
L066228,ts=2025-04-10T22:23:00Z|dev=PMP-8889|site=PAC8|temp_c=70.3|pres_kpa=477.3|status=OK
L066229,ts=2025-02-19T11:19:02Z|dev=VLV-9127|site=ATL4|temp_c=12.7|pres_kpa=845.3|status=OK
L066230,ts=2025-02-01T10:50:12Z|dev=FAN-8842|site=MID1|temp_c=84.1|pres_kpa=779.5|status=OK
L066231,ts=2025-05-27T03:45:00Z|dev=CMP-9065|site=ATL4|temp_c=30.1|pres_kpa=329.9|status=OK
L066232,ts=2025-04-02T14:55:57Z|dev=VLV-8207|site=MID9|temp_c=57.9|pres_kpa=451.9|status=OK
L066233,ts=2025-03-08T15:42:00Z|dev=CMP-8972|site=ATL4|temp_c=5.8|pres_kpa=643.0|status=FAULT
L066234,ts=2025-02-08T01:47:42Z|dev=PMP-7922|site=JPN1|temp_c=94.6|pres_kpa=332.2|status=WARN
L066235,ts=2025-02-05T22:59:00Z|dev=VLV-7681|site=SEA2|temp_c=16.2|pres_kpa=289.7|status=FAULT
L066236,ts=2025-05-27T16:11:58Z|dev=FAN-9602|site=PER4|temp_c=64.9|pres_kpa=814.2|status=OK
L066237,ts=2025-02-22T05:09:09Z|dev=PMP-8512|site=CAI1|temp_c=94.0|pres_kpa=314.7|status=OK
L066238,ts=2025-02-13T03:38:00Z|dev=FAN-8750|site=PAC8|temp_c=11.5|pres_kpa=867.7|status=OK
L066239,ts=2025-05-02T08:23:22Z|dev=CMP-7013|site=DEN3|temp_c=47.2|pres_kpa=711.9|status=FAULT
L066240,ts=2025-03-14T19:09:14Z|dev=VLV-7324|site=ATH2|temp_c=22.6|pres_kpa=496.5|status=OK
L066241,ts=2025-03-17T01:40:05Z|dev=VLV-7830|site=PAC8|temp_c=91.1|pres_kpa=751.7|status=OK
L066242,ts=2025-02-08T07:45:11Z|dev=FAN-8473|site=SYD3|temp_c=32.5|pres_kpa=417.1|status=WARN
