row_id,phonemes,src_phonemes
test_001655,ɹətɪkjʊleɪt,ɹətɪkjəleɪt
test_001656,mænjʊfækt͡ʃəɹɪŋ,mænjəfækt͡ʃəɹɪŋ
test_001657,ɛmbəɡjʉəs,æmbɪɡjuəs
test_001658,kɪlɑmɪtəɹ,kɪlɒmɪtə
test_001659,kəɹəʊsɪv,kəɹɐʉsəv
test_001660,ɪnspɛktɚ,ɪnspɛktə
test_001661,mɪʃənəɹiz,mɪʃənɛɹiz
test_001662,iθɚ,iθə
test_001663,wɐndə,wʌndə
test_001664,ɹəføɹəl,ɹɪfɜɹəl
test_001665,mʌltɪvɜsl̩,mʌltɪvɝsl̩
test_001666,pɹɑpəɡeɪʃən,pɹɒpəɡeɪʃən
test_001667,tæpæs,tæpəs
test_001668,bɹɛdbæskɪt,bɹɛdbɑskɪt
test_001669,kɹusəvɜɹbələst,kɹusɪvɜbəlɪst
test_001670,dɔmɪtɹi,domɪtɹi
test_001671,wɑndɚlʌst,wɒndəlʌst
test_001672,kæləbɚ,kælɪbəɹ
test_001673,ɡɝd͡ʒiz,ɡɜd͡ʒiz
test_001674,supəkælɪfɹæd͡ʒɪlɪstɪkɛkspiælɪdəʊʃəs,supəɹkæləfɹæd͡ʒəlɪstɪkɛkspiælədoʊʃəs
test_001675,bɹɔdkæstɚ,bɹɔdkɑstə
test_001676,pɪnɪnsjʊlə,pɪnɪnsjʊlə
test_001677,vælɪdɪktəɹi,vælədɪktəɹi
test_001678,lɒtə,lɑtə
test_001679,otəmæɪʃən,ɔtəmeɪʃən
test_001680,ʌphoʊlstəɹəɹ,ʌphəʊlstəɹə
test_001681,ɪnspəɹæɪʃən,ɪnspɪɹeɪʃən
test_001682,əlaɪnmənt,əlaɪnmənt
test_001683,peɪtɹiət,peɪtɹiət
test_001684,ɡlæd,ɡlæd
test_001685,pɒts,pɑts
test_001686,fjʊɹʌŋkəl,fjʊəɹʌŋkəl
test_001687,æntisəʊʃəl,æntisəʉʃəl
test_001688,hæŋ,hæŋ
test_001689,mɛlənɪn,melənɪn
test_001690,bɒðəsəm,bɔðəsəm
test_001691,æɡɹɪkʌltʃəɹəl,æɡɹɪkʌltjʊəɹəl
test_001692,sʌplɪkeɪt,səpləkeɪt
test_001693,moʊdəs,məʊdəs
test_001694,dɑkjədɹɑmə,dɒkjʊdɹɑmə
test_001695,ɹɛd͡ʒɪstə,ɹed͡ʒəstə
test_001696,əbskɑnd,əbskɒnd
test_001697,kɔtɪsɒl,kotɪsɔl
test_001698,koʊv,kəʉv
test_001699,fɐʉkəst,fəʉkəst
test_001700,tɹɛnsfəɹəns,tɹænsfəɹəns
test_001701,ʃækəl,ʃækl̩
test_001702,kənvɜtɪd,kənvɝtɪd
test_001703,mɑnəlɔɡ,mɒnəlɒɡ
test_001704,ɹɪzɑlvd,ɹɪzɒlvd
test_001705,pɪtə,pitə
test_001706,vɔwəd,vɔwɚd
test_001707,kɑntɹədɪktəɹi,kɒntɹədɪktəɹi
test_001708,ɪmplɔ,ɪmploɹ
test_001709,fɔməli,foməli
test_001710,mɐʉ,məʉ
test_001711,wɑt͡ʃdɑɡ,wɒt͡ʃdɒɡ
test_001712,ʌnsɜtənti,ɐnsøtənti
test_001713,skɔɹn,skɔn
test_001714,ʌnkʌmfɚtəbl̩,ʌnkʌmftəbl̩
test_001715,wɜlɪŋ,wɝlɪŋ
test_001716,oθəɹɑezæɪʃən,ɔθəɹaɪzeɪʃən
test_001717,ɪnt͡ʃænt,ɘnt͡ʃɐnt
test_001718,plæ̝ɪ̯smənt,pleɪ̯smənt
test_001719,bɛɹli,beli
test_001720,ɪlɛkt,ɪlɛkt
test_001721,lɛd͡ʒɪsleɪtɪv,lɛd͡ʒɪslətɪv
test_001722,ɹəklʉs,ɹɪklus
test_001723,kɑmpaʊnd,kɔmpæɔnd
test_001724,ɹʉt,ɹut
test_001725,hɝbɛɹiəm,hɜbɛəɹiəm
test_001726,ɹikənsɪdə,ɹikənsɪdɚ
test_001727,jʉbɪkwɪtəs,jubɪkwɪtəs
test_001728,ɪnsaɪ̯t,ənsaɪ̯t
test_001729,pɹɑsɪkjuʃən,pɹɒsɪkjuʃən
test_001730,ðɪðɚ,ðɪðə
test_001731,swɒp,swɑp
test_001732,bʌd͡ʒəɹiɡɑɹ,bɐd͡ʒəɹiɡɐ
test_001733,deɪliə,dæljə
test_001734,əɡɹi,əɡɹi
test_001735,ʃʌtl̩kɒk,ʃɐtl̩kɔk
test_001736,pɜslən,pɝslən
test_001737,steɪkhoʊldɚ,stæɪkhɐʉldə
test_001738,tʉfɐʉld,tʉfəʉld
test_001739,stewel,stɛɹwɛl
test_001740,æd͡ʒaɪl,æd͡ʒɑel
test_001741,ɪmpaʊəɹ,ɪmpaʊə
test_001742,sɔɹɐʉfɘl,sɒɹəʊfəl
test_001743,kɔntɹədɪktəɹi,kɒntɹədɪktəɹi
test_001744,wilhæɔs,wilhaʊs
test_001745,fɒks,fɑks
test_001746,skɒlə,skɑlɚ
test_001747,twɝl,twɜl
test_001748,ləʊkəlɪzəm,loʊkəlɪzəm
test_001749,maɪkɹəmitə,maɪkɹəmitəɹ
test_001750,fɛstəvəl,festəvəl
test_001751,blɔɡ,blɑɡ
test_001752,plænjʊlə,plænjələ
test_001753,ɪntəɡɹæɪt,əntəɡɹæɪt
test_001754,kɑmɛnt,kɒmɛnt
test_001755,sɒbɪŋ,sɑbɪŋ
test_001756,ɡloʊɪŋ,ɡləʊɪŋ
test_001757,ɐkæɪɪk,ɑkeɪɪk
test_001758,dɪvɑɪs,dɪvaɪs
test_001759,sɝtɪfɪkeɪʃən,sɜtɪfɪkæɪʃən
test_001760,lɛd͡ʒɪslət͡ʃʊə,lɛd͡ʒɪsleɪt͡ʃɚ
test_001761,kɒt,kɑt
test_001762,sɐðəli,sɐðɘli
test_001763,dɪskʌst,dɪskɐst
test_001764,ɛlɪmənts,ɛləmənts
test_001765,ɔtəmeɪtɪd,ɔtəmeɪtɪd
test_001766,leɪ̯ɚ,leɪə
test_001767,ɛɹɪθimə,eɹɪθimə
test_001768,tʊə,tʊɹ
test_001769,tɛləkəmjutɪŋ,teləkəmjʉtɪŋ
test_001770,flaɪ̯t,flɑɪ̯t
test_001771,ɑkiɒləd͡ʒi,ɐkiɒləd͡ʒi
test_001772,luphəʊl,luphoʊl
test_001773,ɪnɔɡjəɹet,ɪnoɡjəɹæɪt
test_001774,ʌndəsɜv,ʌndɚsɝv
test_001775,ɘnt͡ʃɐnt,ɪnt͡ʃænt
test_001776,ɹed͡ʒɪstə,ɹɛd͡ʒɪstə
test_001777,soʊn,səʊn
test_001778,juʒəɹi,juʒəɹi
test_001779,æsənəns,ɛsɘnɘns
test_001780,ɪnfɹəstɹɐkt͡ʃə,ɪnfɹəstɹʌkt͡ʃə
test_001781,lɛə̯,lɛɚ
test_001782,bɹoʊ̯ɡ,bɹəʊ̯ɡ
test_001783,oʊvɚslɛpt,əʊvəslɛpt
test_001784,pɹəʉkɹæstɪnæɪʃən,pɹəʊkɹæstɪneɪʃən
test_001785,ʌnwɒntɪd,ʌnwɑntɪd
test_001786,ɪɡnəmɪniəsli,ɪɡnəʊmɪniəsli
test_001787,səljut,səlut
test_001788,t͡ʃɐf,t͡ʃʌf
test_001789,dəsønəŋ,dɪsɜnɪŋ
test_001790,stændɚdɪzeɪʃən,stændədaɪzeɪʃən
test_001791,əʊvəslɛpt,oʊvɚslɛpt
test_001792,sləʊɡən,sloʊɡən
test_001793,pɜ,pø
test_001794,fɹækt͡ʃɚ,fɹækt͡ʃʰə
test_001795,əʊpənə,oʊpənɚ
test_001796,ɡæɹɪsən,ɡæɹɪsən
test_001797,əblɪtəɹeɪtɪd,əblɪtəɹæɪtɪd
test_001798,teləkəmjʉtəŋ,tɛləkəmjutɪŋ
test_001799,pɔlɪtɪʃənz,pɒlɪtɪʃənz
test_001800,ɑləɡɑpəli,ɒlɪɡɒpəli
test_001801,seɪtɚ,seɪtə
test_001802,əbd͡ʒektəv,əbd͡ʒɛktɪv
test_001803,kænɪbəlaɪz,kænɪbəlaɪz
test_001804,ɡloɹi,ɡlɔɹi
test_001805,kɒmpəzɪt,kɒmpəzət
test_001806,ɪlɛktə,ɪlektə
test_001807,dɑm,dɔm
test_001808,wɔɹmɪst,wɔmɪst
test_001809,pɝsənz,pɜsənz
test_001810,næɹeɪt,nəɹeɪt
test_001811,sɪɡɑz,sɪɡɑɹz
test_001812,kɹɑp,kɹɒp
test_001813,fɑks,fɒks
test_001814,mɒnətəʊn,mɒnətɐʉn
test_001815,sɛpəɹət,sɛpəɹæɪt
test_001816,fjʊɹoɹ,fjʊəɹɔ
test_001817,daɪæspəɹə,daɪæspɚə
test_001818,ɡloɹi,ɡlɔɹi
test_001819,məʊ,mɐʉ
test_001820,kuθ,kʉθ
test_001821,sʌbsɪkwənt,sʌbsɪkwənt
test_001822,sikwɪns,sikwɪns
test_001823,oʊʒəɹ,əʊzɪə
test_001824,ædɪtɪv,ædɪtɪv
test_001825,ɔkɪstɹə,oɹkɪstɹə
test_001826,lekt͡ʃə,lɛkt͡ʃɚ
test_001827,hoʊnz,həʊnz
test_001828,njusəns,nusəns
test_001829,ɐpləʉd,ɐplɐʉd
test_001830,stændɚdɪzeɪʃən,stɛndədaɪzæɪʃən
test_001831,bɑk,bɑɹk
test_001832,vɪskɑsɪti,vɪskɒsɪti
test_001833,fɪkst͡ʃə,fɪkst͡ʃə
test_001834,fɒɹɪnəz,fɔɹɪnɚz
test_001835,slɛm,slæm
test_001836,ɪnsaɪ̯t,ənsaɪ̯t
test_001837,kɔɹəspɑndɪŋ,kɒɹəspɒndɪŋ
test_001838,kɒntəmpleɪt,kɑntəmpleɪt
test_001839,stɛəwɛl,stewel
test_001840,tufəʊld,tufoʊld
test_001841,mɔnətəʉn,mɑnətoʊn
test_001842,pɝsəkjutəɹi,pɜsəkjutəɹi
test_001843,pɜsənz,pɝsənz
test_001844,eləmənt,ɛlɪmənt
test_001845,daɪd͡ʒənɛtɪk,dʌɪdʒɪnɛtɪk
test_001846,kɑntɹədɪktəɹi,kɒntɹədəktəɹi
test_001847,doʊ̯meɪ̯n,dəʉ̯mæ̝ɪ̯n
test_001848,kwæɡmaɪəɹ,kwæɡmɑɪəɹ
test_001849,skɐf,skʌf
test_001850,wɒpə,wɒpə
test_001851,kənɔnɪkəl,kənɑnɪkəl
test_001852,ɔɡənaɪzeɪʃən,oɡənaɪzæɪʃən
test_001853,ɔltɜnətɪv,ɑltɝnətɪv
test_001854,dɛpjəti,dɛpjəti
test_001855,ɛɡzɔt,ɛɡzɔɹt
test_001856,wɝlɪŋ,wɜlɪŋ
test_001857,dɔm,dɒm
test_001858,eɪmɔɹəl,eɪmɒɹəl
test_001859,ɐpləʉd,ʌpləʊd
test_001860,pɛbəl,pebəl
test_001861,mɘdɘl,mɪdəl
test_001862,ʃɐtl̩kɔk,ʃʌtl̩kɑk
test_001863,ɑzmoʊ̯sɪs,ɒzməʊ̯sɪs
test_001864,hɛtəɹoʊ,hɛtɚoʊ
test_001865,sænəti,sænəti
test_001866,kəmpɛɹəsən,kəmpæɹɪsən
test_001867,ɹɑsp,ɹæsp
test_001868,blɔɡ,blɒɡ
test_001869,neɪsaɪ,nɑsi
test_001870,ɔɹkəstɹeɪt,okəstɹæɪt
test_001871,hen,hɛn
test_001872,nɑɡ,nɒɡ
test_001873,hæsp,hɑsp
test_001874,boʊ̯ɡəs,bəʊ̯ɡəs
test_001875,blɒɡ,blɒɡ
test_001876,ɹæɡ,ɹɛɡ
test_001877,pɹɐʉkɹɛstənæɪʃən,pɹəʉkɹæstɪnæɪʃən
test_001878,kənɒnəkəl,kənɔnɪkəl
test_001879,ɡæŋə,ɡæŋɚ
test_001880,skimə,skimə
test_001881,ɜɹd,ɜd
test_001882,hɑti,hɑɹti
test_001883,əʊzɪə,oʊʒəɹ
test_001884,əbe̞k,əbæk
test_001885,kəmpjʉtə,kəmpjutə
test_001886,d͡ʒiɔləd͡ʒi,d͡ʒiɪɒləd͡ʒi
test_001887,kəʊ̯stə,kʌʊ̯stə
test_001888,kævɚnəs,kavənəs
test_001889,tidiəs,tidiəs
test_001890,ɹɛfəɹmeɪʃən,ɹɛfəmeɪʃən
test_001891,bəsim,bɪsim
test_001892,stɹəʊd,stɹoʊd
test_001893,pɒsɪbɪlɪtiz,pɑsəbɪlətiz
test_001894,dəʉ̯mæ̝ɪ̯n,doʊ̯meɪ̯n
test_001895,ɔltʊɡɛðəɹ,ɔltuɡɛðɚ
test_001896,kɑbaɪd,kɑɹbaɪd
test_001897,bɪə̯,biə̯
test_001898,kɹɪd͡ʒulɪti,kɹɪdulɪti
test_001899,mizli,mizli
test_001900,oɡənɑezæɪʃən,oɹɡənɪzeɪʃən
test_001901,piæstɚ,piæstə
test_001902,kəmjunɪti,kəmjʉnɪti
test_001903,ʌpləʊd,ɐpləʉd
test_001904,mæstɪkətɔri,mastɪkeɪtəri
test_001905,pɒləsiz,pɔləsiz
test_001906,mɛmwɑ,memwɐ
test_001907,lɪbɪtiz,lɪbɪtiz
test_001908,jʉbɪkwɪtəs,jubɪkwɪtəs
test_001909,feəɹiz,feɹiz
test_001910,meɪlstɹəm,meɪlstɹəm
test_001911,mɑtli,mɒtli
test_001912,staɪfl̩,staɪfəl
test_001913,fɛɹeɪɑnɪk,fɛəɹeɪɒnɪk
test_001914,pɹəd͡ʒektə,pɹəd͡ʒɛktə
test_001915,bɹɛθ,bɹeθ
test_001916,lɛkt͡ʃɚ,lɛkt͡ʃə
test_001917,pɒpjʊleɪt,pɔpjəlæɪt
test_001918,ɛə̯ɹəpleɪ̯n,eɹəplæɪ̯n
test_001919,jɜt,jɝt
test_001920,kɔɹəneɪʃən,kɒɹəneɪʃn̩
test_001921,huɛvɚ,huɛvə
test_001922,dɪkteɪtəɹ,dɪkteɪtə
test_001923,bɹʌksɪzəm,bɹʌksɪzəm
test_001924,ɪnvɛstɪt͡ʃə,ɪnvɛstɪt͡ʃɚ
test_001925,fæɡ,fɛɡ
test_001926,wɜkmən,wɝkmən
test_001927,fɜɹi,føɹi
test_001928,seɪtə,seɪtɚ
test_001929,bændəlɪɹ,bændəlɪə
test_001930,ɪntəɡɹæɪt,ɪntɪɡɹeɪt
test_001931,fɑɹfɑleɪ,fɑfæleɪ
test_001932,ɹədjʉsəz,ɹɪdjusɪz
test_001933,ɡæmbuʒ,ɡæmbuʒ
test_001934,kəlɔmətə,kəlɒmətə
test_001935,diɪti,diəti
test_001936,məʊ,məʉ
test_001937,fɔlt,fɔlt
test_001938,ɔɹɡənaɪz,ɔɡənaɪz
test_001939,pɹɛzɚveɪʃən,pɹɛzəveɪʃən
test_001940,kɑŋɡɹəɡeɪʃən,kɒŋɡɹɪɡeɪʃən
test_001941,həbɪtʃʊəl,həbɪt͡ʃʊəl
test_001942,tɒləɹəbli,tɑləɹəbli
test_001943,toʊəɹ,taʊəɹ
test_001944,sɪnkɹɒnɪk,sɪnkɹɑnɪk
test_001945,ænəlaɪz,ɛnəlaɪz
test_001946,ɛɡzɜpt,ɛɡzɝpt
test_001947,pɹikəndɪʃən,pɹikəndɪʃən
test_001948,pɑli,pɑɹli
test_001949,kæɹɪd,kæɹid
test_001950,səpləkeɪt,sʌplɪkeɪt
test_001951,ɪnsɑe̯t,ɪnsaɪ̯t
test_001952,dɪspɹəpoʃənətli,dɪspɹəpɔɹʃənətli
test_001953,mɔɹɡən,mɔɡən
test_001954,pɹɪpɒstəɹəs,pɹəpɑstəɹəs
test_001955,ʃɹʌɡ,ʃɹɐɡ
test_001956,kæɹɪkətʃʊə,kɛɹɪkət͡ʃʊɚ
test_001957,ɛɹɪθimə,eɹɪθimə
test_001958,d͡ʒɔɹəm,d͡ʒoʊɹəm
test_001959,daɪkɑtəməs,daɪkɒtəməs
test_001960,kɒmpəzət,kɒmpəzɪt
test_001961,ʌmpaɪəɹ,ʌmpaɪɹ
test_001962,dæɪ̯,deɪ̯
test_001963,ɹaʊ̯nd,ɹaʊ̯nd
test_001964,nəʊbl̩ɪst,noʊbl̩ɪst
test_001965,skɪpə,skɪpɚ
test_001966,memwɐ,mɛmwɑɹ
test_001967,sɒɹəʊfəl,sɔɹɐʉfɘl
test_001968,ɛɹɐʉ,æɹəʊ
test_001969,əɹæʊnd,əɹæɔnd
test_001970,fæðəm,faðəm
test_001971,pɹədusɚ,pɹədjusə
test_001972,peə,pe
test_001973,beli,bɛəli
test_001974,stændədɑezæɪʃən,stændɚdɪzeɪʃən
test_001975,mɑnəkloʊnəl,mɒnəkləʊnəl
test_001976,wɔp,woɹp
test_001977,tutɪlɛɹɪ,tjutɪləɹɪ
test_001978,əstɜ,əstɝ
test_001979,kɑɹnɪvoɹ,kanɪvo
test_001980,fɹʌntəl,fɹʌntl̩
test_001981,dɪskɹɛdɪt,dɪskɹedɪt
test_001982,ælbəm,ælbəm
test_001983,ɪkweɪʒən,əkwæɪʒən
test_001984,mɑkɪts,mɑɹkɪts
test_001985,kɑlɪd͡ʒɪz,kɒlɪd͡ʒɪz
test_001986,səpɹimɐm,səpɹimʌm
test_001987,vænɪti,vænəti
test_001988,tɹədus,tɹədjus
test_001989,ɑɹkiɑləd͡ʒɪst,ɑkiɒləd͡ʒɪst
test_001990,kɒntɹədɪktəɹi,kɑntɹədɪktəɹi
test_001991,fɑks,fɒks
test_001992,pɹɐʉkɹɛstənæɪʃən,pɹəʊkɹæstɪneɪʃən
test_001993,bəʊ̯ɡəs,bəʉ̯ɡəs
test_001994,tuθpeɪst,tuθpeɪst
test_001995,bæɪk,beɪk
test_001996,bɛlwɛðə,bɛlwɛðɚ
test_001997,pɹəməʊʃn̩,pɹəmoʊʃn̩
test_001998,ɪmbɒdi,ɪmbɔdi
test_001999,kɑɹtəlæd͡ʒənəs,kɑtɪlad͡ʒɪnəs
test_002000,ɐplɐʉd,ʌpləʊd
test_002001,tɝboʊ,tɜbəʊ
test_002002,ɪnkʌmbənt,ɪnkʌmbənt
test_002003,nəɹæɪt,nəɹeɪt
test_002004,ɹed͡ʒɪstɹæɪʃən,ɹɛd͡ʒɪstɹeɪʃən
test_002005,tekstaɪl,tekstɑel
test_002006,wɛdɪŋ,wedɪŋ
test_002007,wɛɹ,we
test_002008,jʉʒəɹi,juʒəɹi
test_002009,nəɡəʊʃieɪt,nɪɡəʉʃiæɪt
test_002010,otəmæɪʃən,ɔtəmeɪʃən
test_002011,fɪliəl,filiəl
test_002012,domɪtɹi,dɔmɪtɹi
test_002013,məsʊɹ,məsɜ
test_002014,ʌnsɝtənti,ɐnsøtənti
test_002015,koʊkənʌt,kəʊkənʌt
test_002016,kəɹektɪv,kəɹɛktɪv
test_002017,ɛɚweɪ,eəwæɪ
test_002018,lɪniəɹ,lɪniə
test_002019,sɐʉsiɒləd͡ʒi,səʉsiɔləd͡ʒi
test_002020,bɛɡ,bæɡ
test_002021,kənɑnɪkəl,kənɔnɪkəl
test_002022,mɑɹkɪts,mɑkɪts
test_002023,ɹɪspɔnsəbɪləti,ɹɪspɑnsəbɪləti
test_002024,ɑɹbɪtɹeɪʃən,ɑbɪtɹeɪʃən
test_002025,sɪdeɪt,sədeɪt
test_002026,dɪskɹɪmɪneɪt,dɪskɹɪməneɪt
test_002027,tempəɹət͡ʃə,tɛmpəɹət͡ʃə
test_002028,dɪstɜbəns,dɪstɜɹbəns
test_002029,bəɹɔmɪtəɹ,bəɹɑmətɚ
test_002030,nɒdɪd,nɑdɪd
test_002031,kəʊkənʌt,koʊkənʌt
test_002032,nɒvəlɪst,nɑvəlɪst
test_002033,bəhæɪvjəɹəl,bɪheɪvjəɹəl
test_002034,fɹoʊz,fɹəʊz
test_002035,sæɪdəzəm,sæɪdɪzəm
test_002036,əʊpənə,əʉpənə
test_002037,mɔnətəʉn,mɒnətɐʉn
test_002038,læm,læm
test_002039,kənɡlɒməɹɪt,kənɡlɑmɚət
test_002040,pɒʃ,pɑʃ
test_002041,klɐʉk,kləʊk
test_002042,ɪnɪkwɪti,ɪnɪkwɪti
test_002043,ɹɪfɜɹəl,ɹɪfɜɹəl
test_002044,kɒmpəzɪt,kɔmpəzɪt
test_002045,dɪfθɪɹiə,dɪfθɪəɹiə
test_002046,pɹɛzɚveɪʃən,pɹezəvæɪʃən
test_002047,sɛfələpɑd,sɛfələpɒd
test_002048,ɹɪkʌɹənt,ɹɪkɝənt
test_002049,beəli,beli
test_002050,lɪbɪtiz,lɪbɪtiz
test_002051,skɔɹd,skɔɹd
test_002052,mɔnətɔnɪk,mɒnətɒnək
test_002053,kloʊk,kləʉk
test_002054,kəlɒmətə,kɪlɒmɪtə
test_002055,duədinəm,djuəʊdinəm
test_002056,doʊtɚd,dəʊtəd
test_002057,dɪspɹəpoʃənətli,dɪspɹəpɔʃənətli
test_002058,pjʊə,pjʊɹ
test_002059,stæɪkhəʉldə,steɪkhoʊldɚ
test_002060,ɪntəɡɹæɪt,ɪntəɡɹeɪt
test_002061,ɛlɪmənt,ɛləmənt
test_002062,ɡəfɔ,ɡəfo
test_002063,pɹəʊ̯ɡɹæm,pɹəʉɡɹæm
test_002064,sikwɪns,sikwɪns
test_002065,dɪvɑɪs,dɪvaɪs
test_002066,dɪəɹɪst,dɪɹɪst
test_002067,kɒɹəspɒndəns,kɔɹɪspɔndəns
test_002068,kɑlɪd͡ʒɪz,kɒləd͡ʒəz
test_002069,tɛləkəmjutɪŋ,tɛləkəmjutɪŋ
test_002070,ænəlɑez,ɛnəlaɪz
test_002071,nidəlwɚk,nidəlwɜk
test_002072,fɔɹk,fɔk
test_002073,ækjupʌŋkt͡ʃɝ,ækjupʌŋkt͡ʃɜ
test_002074,soʊlləs,səʊlləs
test_002075,lɑɹdʒɛs,lɑdʒɛs
test_002076,fɹʌnt,fɹɐnt
test_002077,hɐm,hɑɹm
test_002078,pɹəʊkɹæstɪneɪʃən,pɹəʉkɹæstɪnæɪʃən
test_002079,tɝmɪneɪtɚ,tɜmɪneɪtə
test_002080,d͡ʒɑdpɚz,d͡ʒɒdpəz
test_002081,ɔfʊl,ofəl
test_002082,pɹəmoʊʃn̩,pɹəməʊʃn̩
test_002083,mɛntoɹ,mɛntɔ
test_002084,ɹæʃənəlaɪz,ɹæʃənəlɑɪz
test_002085,ɔfən,ɔɹfən
test_002086,tɜbəʊ,tɝboʊ
test_002087,bɹʌksɪzəm,bɹʌksɪzəm
test_002088,dɹɔbæk,dɹobæk
test_002089,oɡənaɪzæɪʃən,oɡənɑezæɪʃən
test_002090,tʉfəʉld,tufoʊld
test_002091,dɪvaɪs,dɪvɑɪs
test_002092,ɒbvi,ɑbvi
test_002093,sænəti,sænəti
test_002094,kɝsɪz,kɜsɪz
test_002095,tɹaɪpɒd,tɹɑepɒd
test_002096,ɒbd͡ʒɛktɪv,əbd͡ʒɛktɪv
test_002097,dɐʉnə,doʊnɚ
test_002098,tubɝkjʊloʊsɪs,tʃʉbɜkjələʉsəs
test_002099,səbmɝd͡ʒ,səbmɜd͡ʒ
test_002100,juʒəɹi,jʉʒəɹi
test_002101,æntisəʉʃəl,ɛntisɐʉʃəl
test_002102,mɛtsəʊ,mɛtsoʊ
test_002103,tɜmɪnæɪtə,tɝmɪneɪtɚ
test_002104,skimə,skimə
test_002105,festəvəl,fɛstəvəl
test_002106,læm,læm
test_002107,blez,bleəz
test_002108,ød,ɜd
test_002109,ɐndəsɜv,ʌndəsɜv
test_002110,ɔlbiɪt,ɔlbiɪt
test_002111,ɪmpəɹtjunɪti,ɪmpətjunɪti
test_002112,feɹiz,fɛəɹiz
test_002113,pɹədjʉsə,pɹədjusə
test_002114,hɪɹəʊɪk,hɪɹoʊɪk
test_002115,ɒltønətəv,ɑltɝnətɪv
test_002116,wɒɹənt,wɔɹənt
test_002117,lɛkt͡ʃɚ,lekt͡ʃə
test_002118,ɡləʉbəlɑezæɪʃən,ɡləʊbəlaɪzeɪʃən
test_002119,kjumɛk,kjumɛk
test_002120,toʊ̯ɹəs,tɔɹəs
test_002121,junɪvɜsl̩,junəvɜɹsəl
test_002122,læŋɡwəd,lɛ̝ŋɡwɘd
test_002123,nɛkɹɒpsi,nɛkɹɑpsi
test_002124,oʊldn̩,əʊldn̩
test_002125,əvɝt,əvɜt
test_002126,ɪnvɛɹiəbli,ɪnvɛəɹiəbli
test_002127,kɹɒp,kɹɑp
test_002128,æksɪlɛɹi,æksɪləɹi
test_002129,bɛəli,beli
test_002130,sɛtə,sɛtɚ
test_002131,daɪkɒtəməs,dɑekɔtəməs
test_002132,jʊəɹɪneɪtə,jʊəɹɪneɪtɚ
test_002133,skɝlɪŋ,skɜlɪŋ
test_002134,fɒli,fɔli
test_002135,hʌɪdɹəʊkɔtɪzəʊn,haɪdɹoʊkɔɹtɪsoʊn
test_002136,əksɛləɹənt,əksɛləɹənt
test_002137,blɒɡ,blɒɡ
test_002138,səʉsiɔləd͡ʒi,soʊsiɑləd͡ʒi
test_002139,aɪsəʊ,aɪsoʊ
test_002140,tʉfɐʉld,tufəʊld
test_002141,dɒbɪn,dɑbɪn
test_002142,tɑdəl,tɒdəl
test_002143,fɑfæleɪ,fɑɹfɑleɪ
test_002144,oɡənaɪzæɪʃən,ɔɡənaɪzeɪʃən
test_002145,ɪmpɹɑbəbɪləti,ɪmpɹɒbəbɪlɪti
test_002146,tɛɡ,tæɡ
test_002147,ənsaɪ̯t,ɪnsaɪ̯t
test_002148,ɹɪfɹæktəɹi,ɹəfɹæktəɹi
test_002149,kjumɛk,kjumɛk
test_002150,æplɪkeɪʃən,æpləkæɪʃən
test_002151,destɪni,dɛstɪni
test_002152,ɪlɛktɹəkjuʃənɚ,ɪlɛktɹəkjuʃənə
test_002153,sɒmbə,sɑmbɚ
test_002154,fɒli,fɔli
test_002155,baɪəʊdɹɔɪd,baɪoʊdɹɔɪd
test_002156,pɹikəndɪʃən,pɹikəndɪʃən
test_002157,wilhaʊs,wilhæɔs
test_002158,stɹaɪdənt,stɹaɪdənt
test_002159,peɪliəntɒləd͡ʒi,peɪliəntɑləd͡ʒi
test_002160,ɡʌvəmənt,ɡʌvɚnmənt
test_002161,ɜɹθʃaɪn,ɜθʃaɪn
test_002162,bɒtjʊlɪzəm,bɑt͡ʃəlɪzəm
test_002163,dəspɹəpoʃənətli,dɪspɹəpɔɹʃənətli
test_002164,bæstɚd,bɑstəd
test_002165,ɔlɹaɪt,ɔlɹaɪt
test_002166,tuθpeɪst,tuθpeɪst
test_002167,blaɪ̯ndfɔʊ̯ld,blaɪndfəʊld
test_002168,tɛljʊəɹɪən,tɛljʊɹiən
test_002169,empəɹə,e̝mpɘɹɘ
test_002170,læm,læm
test_002171,dɹim,dɹim
test_002172,kætɪɡəɹaɪz,kætəɡəɹaɪz
test_002173,mɪnəʊ,mɪnoʊ
test_002174,klɛvɚnəs,klɛvənəs
test_002175,kəmændə,kəmɑndə
test_002176,kɹeɪniəsɑfɪk,kɹeɪniəsɒfɪk
test_002177,blez,blɛəz
test_002178,ɡɹoʊsli,ɡɹəʊsli
test_002179,ɑɹɡjʊmənt,ɑɡjʊmənt
test_002180,ɪmpɛɹətɪv,ɪmpeɹətɪv
test_002181,ʌnfɔɹsin,ʌnfɔsin
test_002182,daɪkɑtəmi,daɪkɒtəmi
test_002183,tɒləɹəbl̩,tɑləɹəbl̩
test_002184,pɹikəndəʃən,pɹikəndɪʃən
test_002185,kɔnstɪtjʉt,kɒnstɪtjut
test_002186,fɔmətɪv,fomətəv
test_002187,ɹɪspɒnsəbɪlɪti,ɹɪspɑnsəbɪləti
test_002188,ɒltønətəv,ɔltɜnətɪv
test_002189,ɐnsɜtənti,ʌnsɝtənti
test_002190,nəʊtəbl̩,nɐʉtəbəl
test_002191,ɹəm,ɹɪm
